id,area,bbox_x0,bbox_y0,bbox_w,bbox_h,point_input_x,point_input_y,predicted_iou,stability_score,crop_box_x0,crop_box_y0,crop_box_w,crop_box_h
0,1928,805,127,46,51,828.125,156.09375,0.9879543781280518,0.9850438237190247,0,0,1000,666
1,6231,368,419,110,69,453.125,426.65625,0.9843043088912964,0.984394907951355,0,0,1000,666
2,5769,703,144,92,82,765.625,197.71875,0.983914852142334,0.9790773391723633,0,0,1000,666
3,6254,434,449,98,123,515.625,489.09375,0.9838784337043762,0.9796015024185181,0,0,1000,666
4,2814,656,150,54,69,671.875,156.09375,0.9787865877151489,0.9830747246742249,0,0,1000,666
5,1399,496,300,42,41,515.625,322.59375,0.9719403982162476,0.9794908165931702,0,0,1000,666
6,9387,680,318,128,131,703.125,364.21875,0.9710434675216675,0.9720206260681152,0,0,1000,666
7,1070,623,175,33,33,640.625,176.90625,0.9675912857055664,0.9769372940063477,0,0,1000,666
8,5582,194,39,109,63,234.375,72.84375,0.9667109251022339,0.9672535061836243,0,0,1000,666
9,990,421,315,31,37,421.875,343.40625,0.9655927419662476,0.9869869947433472,0,0,1000,666
10,3041,533,451,72,69,578.125,489.09375,0.9650644063949585,0.9571520686149597,0,0,1000,666
11,726,309,498,33,32,328.125,509.90625,0.9646310806274414,0.9794520735740662,0,0,1000,666
12,4511,766,0,233,23,859.375,10.40625,0.9636287689208984,0.980026364326477,0,0,1000,666
13,724,470,111,30,30,484.375,114.46875,0.9549571871757507,0.9702300429344177,0,0,1000,666
14,7373,787,554,132,111,890.625,655.59375,0.9503946304321289,0.9719101190567017,0,0,1000,666
15,4345,645,124,64,95,671.875,156.09375,0.9500707983970642,0.9711756706237793,0,0,1000,666
16,2226,740,96,55,52,765.625,135.28125,0.9481554627418518,0.9726390242576599,0,0,1000,666
17,3112,644,355,80,54,703.125,385.03125,0.9450514912605286,0.9724334478378296,0,0,1000,666
18,501,533,73,24,27,546.875,93.65625,0.9402991533279419,0.986138641834259,0,0,1000,666
19,1968,807,179,49,48,828.125,218.53125,0.9385372400283813,0.9798589944839478,0,0,1000,666
20,773,259,226,30,41,265.625,260.15625,0.9374115467071533,0.9656488299369812,0,0,1000,666
21,333,476,0,20,18,484.375,10.40625,0.9366647005081177,0.9791666865348816,0,0,1000,666
22,432,309,89,30,18,328.125,93.65625,0.935470700263977,0.9793577790260315,0,0,1000,666
23,11457,186,24,122,123,296.875,114.46875,0.9348540902137756,0.9705907702445984,0,0,1000,666
24,299,918,121,19,23,921.875,135.28125,0.9320599436759949,0.9933333396911621,0,0,1000,666
25,719,472,18,22,41,484.375,52.03125,0.9305416345596313,0.9712328910827637,0,0,1000,666
26,1024,743,119,53,29,765.625,135.28125,0.9303168058395386,0.9533777236938477,0,0,1000,666
27,671,0,7,18,42,15.625,31.21875,0.9294126033782959,0.9780058860778809,0,0,1000,666
28,1327,817,330,62,68,859.375,364.21875,0.9292250871658325,0.9790576100349426,0,0,1000,666
29,1129,333,615,38,50,359.375,655.59375,0.9265173673629761,0.9746281504631042,0,0,1000,666
30,2146,646,376,79,33,703.125,385.03125,0.9264885187149048,0.9544211626052856,0,0,1000,666
31,607,789,130,21,40,796.875,135.28125,0.9251670837402344,0.9723577499389648,0,0,1000,666
32,1359,331,532,41,56,359.375,572.34375,0.9236390590667725,0.9732272028923035,0,0,1000,666
33,546,498,0,31,22,515.625,10.40625,0.9231244325637817,0.9745454788208008,0,0,1000,666
34,1586,644,124,59,48,671.875,135.28125,0.9227491021156311,0.9701863527297974,0,0,1000,666
35,11872,144,265,130,153,203.125,405.84375,0.9222437739372253,0.9656570553779602,0,0,1000,666
36,20232,0,0,217,250,15.625,197.71875,0.9209039211273193,0.9620339870452881,0,0,1000,666
37,560,722,128,25,30,734.375,135.28125,0.9168119430541992,0.9666081070899963,0,0,1000,666
38,1046,740,96,46,28,765.625,114.46875,0.9159226417541504,0.9585687518119812,0,0,1000,666
39,379,703,94,20,23,703.125,114.46875,0.91208815574646,0.9791122674942017,0,0,1000,666
40,587,433,91,32,26,453.125,114.46875,0.9106839895248413,0.9632720947265625,0,0,1000,666
41,1675,427,0,55,56,453.125,31.21875,0.908812940120697,0.9666081070899963,0,0,1000,666
42,1560,212,367,45,51,234.375,405.84375,0.9070838689804077,0.956685483455658,0,0,1000,666
43,647,448,278,29,32,453.125,301.78125,0.9053550958633423,0.9504504799842834,0,0,1000,666
44,688,390,238,37,33,390.625,260.15625,0.9022233486175537,0.9617021083831787,0,0,1000,666
45,4704,767,0,232,51,984.375,10.40625,0.9012336134910583,0.9514785408973694,0,0,1000,666
46,413,530,254,26,32,546.875,260.15625,0.9002442359924316,0.9784688949584961,0,0,1000,666
47,5165,689,319,117,99,765.625,385.03125,0.8998144865036011,0.9516525268554688,0,0,1000,666
48,252,531,226,19,25,546.875,239.34375,0.8994232416152954,0.9686274528503418,0,0,1000,666
49,283,161,74,27,12,171.875,72.84375,0.8984637260437012,0.9756944179534912,0,0,1000,666
50,1668,444,247,40,62,453.125,280.96875,0.8963101506233215,0.9616745114326477,0,0,1000,666
51,12118,512,379,175,116,609.375,468.28125,0.895929753780365,0.9684911370277405,0,0,1000,666
52,3870,804,127,52,100,828.125,197.71875,0.8934357762336731,0.9526090025901794,0,0,1000,666
53,2462,0,0,219,16,140.625,10.40625,0.8893754482269287,0.952362060546875,0,0,1000,666
54,377,409,295,27,16,421.875,301.78125,0.8832569122314453,0.9609375,0,0,1000,666
55,21645,391,198,186,193,453.125,239.34375,0.8831420540809631,0.9505950212478638,0,0,1000,666
56,46730,787,9,212,655,984.375,31.21875,0.882041871547699,0.9509378671646118,0,0,1000,666
57,948,788,112,25,58,796.875,156.09375,0.8804413676261902,0.9638803005218506,0,0,1000,666
