id,area,bbox_x0,bbox_y0,bbox_w,bbox_h,point_input_x,point_input_y,predicted_iou,stability_score,crop_box_x0,crop_box_y0,crop_box_w,crop_box_h
0,6652,511,134,93,94,562.5,141.578125,0.9899535179138184,0.9858124256134033,0,0,800,533
1,13727,593,158,145,185,637.5,174.890625,0.9779783487319946,0.9721484184265137,0,0,800,533
2,13223,346,0,70,205,412.5,158.234375,0.9778292179107666,0.9838576316833496,0,0,800,533
3,11324,0,0,135,137,62.5,41.640625,0.9703871011734009,0.9779058694839478,0,0,800,533
4,6203,295,333,79,106,312.5,374.765625,0.9652586579322815,0.9832161068916321,0,0,800,533
5,1184,542,288,63,25,562.5,291.484375,0.9623544216156006,0.9799330830574036,0,0,800,533
6,5569,214,331,88,94,287.5,374.765625,0.9610558748245239,0.9715094566345215,0,0,800,533
7,4647,577,323,123,55,637.5,358.109375,0.9589663147926331,0.9763779640197754,0,0,800,533
8,11542,426,0,77,175,487.5,91.609375,0.9581208229064941,0.9552124738693237,0,0,800,533
9,3737,641,0,144,44,737.5,8.328125,0.9572451114654541,0.9741561412811279,0,0,800,533
10,568,129,0,24,25,137.5,8.328125,0.9571613073348999,0.9738219976425171,0,0,800,533
11,170,323,73,24,7,337.5,74.953125,0.9545421600341797,0.9710982441902161,0,0,800,533
12,1427,57,266,51,48,87.5,291.484375,0.954367995262146,0.9629120826721191,0,0,800,533
13,1000,0,499,50,33,37.5,524.671875,0.9531333446502686,0.9791873097419739,0,0,800,533
14,3336,540,246,73,67,562.5,274.828125,0.9505316615104675,0.9671791791915894,0,0,800,533
15,41826,103,303,420,175,162.5,424.734375,0.9488435983657837,0.950404942035675,0,0,800,533
16,7123,256,99,70,178,312.5,108.265625,0.948051929473877,0.9590603113174438,0,0,800,533
17,3399,629,408,58,73,662.5,474.703125,0.9471442699432373,0.9848484992980957,0,0,800,533
18,1581,19,455,41,60,37.5,458.046875,0.9461501836776733,0.9762796759605408,0,0,800,533
19,11304,603,20,150,138,687.5,41.640625,0.9459893107414246,0.958885133266449,0,0,800,533
20,1888,436,108,32,65,462.5,124.921875,0.9442446231842041,0.9678089022636414,0,0,800,533
21,5632,154,0,83,73,212.5,58.296875,0.9438552260398865,0.9708721041679382,0,0,800,533
22,2333,170,171,66,49,212.5,208.203125,0.9419540166854858,0.9680940508842468,0,0,800,533
23,2570,431,213,98,37,462.5,224.859375,0.9407241940498352,0.9537814855575562,0,0,800,533
24,5352,256,99,68,97,312.5,124.921875,0.9381704330444336,0.9612559676170349,0,0,800,533
25,1380,589,0,53,34,612.5,8.328125,0.9379833936691284,0.9678571224212646,0,0,800,533
26,2683,256,99,68,49,287.5,124.921875,0.9355155229568481,0.9626647233963013,0,0,800,533
27,815,708,235,46,24,737.5,258.171875,0.9354819059371948,0.9637243151664734,0,0,800,533
28,477,110,369,19,33,112.5,374.765625,0.9335670471191406,0.9710144996643066,0,0,800,533
29,4660,285,0,61,82,312.5,74.953125,0.9331719875335693,0.9724809527397156,0,0,800,533
30,28477,596,323,203,208,737.5,424.734375,0.9319130778312683,0.955414891242981,0,0,800,533
31,993,268,256,59,21,312.5,258.171875,0.931884765625,0.9801192879676819,0,0,800,533
32,4696,497,87,88,119,512.5,108.265625,0.9312490224838257,0.9593411087989807,0,0,800,533
33,3217,506,0,47,86,512.5,8.328125,0.9306385517120361,0.9538134336471558,0,0,800,533
34,413,464,183,32,21,487.5,191.546875,0.9289875030517578,0.9548693299293518,0,0,800,533
35,988,152,143,54,20,187.5,158.234375,0.9269808530807495,0.9535113573074341,0,0,800,533
36,4441,506,0,89,86,512.5,8.328125,0.9268230199813843,0.9613003134727478,0,0,800,533
37,2671,714,117,61,115,762.5,158.234375,0.925269365310669,0.954346239566803,0,0,800,533
38,1092,0,208,125,31,37.5,224.859375,0.9240880012512207,0.9543010592460632,0,0,800,533
39,3070,179,319,106,60,237.5,324.796875,0.9231895804405212,0.9629037380218506,0,0,800,533
40,52,435,84,6,7,437.5,91.609375,0.9211702346801758,0.9807692170143127,0,0,800,533
41,44,112,168,7,6,112.5,174.890625,0.9209244251251221,1.0,0,0,800,533
42,1840,429,154,70,48,487.5,158.234375,0.9200266599655151,0.9524312615394592,0,0,800,533
43,343,131,148,20,19,137.5,158.234375,0.9184682369232178,0.9797688126564026,0,0,800,533
44,1293,24,196,79,27,62.5,208.203125,0.9179641604423523,0.958459198474884,0,0,800,533
45,2603,295,374,67,64,337.5,408.078125,0.9177902936935425,0.9549041986465454,0,0,800,533
46,344,0,241,15,26,12.5,258.171875,0.9169251918792725,0.9827089309692383,0,0,800,533
47,4106,628,407,60,125,662.5,424.734375,0.9161885380744934,0.9680978655815125,0,0,800,533
48,1154,131,148,35,55,137.5,174.890625,0.9118738174438477,0.9726962447166443,0,0,800,533
49,821,134,167,33,37,137.5,174.890625,0.9104870557785034,0.9581339955329895,0,0,800,533
50,1678,129,0,31,78,137.5,58.296875,0.9103285670280457,0.9524086117744446,0,0,800,533
51,6776,538,329,92,203,612.5,408.078125,0.9087415933609009,0.950596034526825,0,0,800,533
52,1271,178,332,43,47,212.5,341.453125,0.9083938598632812,0.9675173759460449,0,0,800,533
