id,area,bbox_x0,bbox_y0,bbox_w,bbox_h,point_input_x,point_input_y,predicted_iou,stability_score,crop_box_x0,crop_box_y0,crop_box_w,crop_box_h
0,20502,435,29,150,178,520.3125,116.015625,1.0127370357513428,0.9815986752510071,0,0,900,675
1,11959,58,123,203,74,154.6875,179.296875,1.0021778345108032,0.9863764643669128,0,0,900,675
2,21312,279,29,155,229,351.5625,116.015625,0.9919207692146301,0.9766417741775513,0,0,900,675
3,17325,638,97,180,121,689.0625,200.390625,0.990776538848877,0.9864136576652527,0,0,900,675
4,72267,10,0,889,270,604.6875,10.546875,0.9906280636787415,0.9648828506469727,0,0,900,675
5,34714,0,373,284,225,70.3125,580.078125,0.9805364608764648,0.967780351638794,0,0,900,675
6,6401,129,186,119,66,182.8125,242.578125,0.9786919951438904,0.9748650789260864,0,0,900,675
7,2248,0,0,35,129,14.0625,52.734375,0.9769713878631592,0.9636602401733398,0,0,900,675
8,1682,82,193,48,43,98.4375,200.390625,0.9758250713348389,0.974794864654541,0,0,900,675
9,4878,436,29,149,41,576.5625,52.734375,0.9726582765579224,0.9603621959686279,0,0,900,675
10,17461,606,97,212,159,717.1875,158.203125,0.9719453454017639,0.9653072357177734,0,0,900,675
11,5581,279,29,153,48,407.8125,52.734375,0.9699572324752808,0.9683265686035156,0,0,900,675
12,2924,494,347,89,45,548.4375,390.234375,0.9681745171546936,0.9681100845336914,0,0,900,675
13,794,630,332,34,39,660.9375,348.046875,0.9677749872207642,0.9862499833106995,0,0,900,675
14,5691,479,522,123,68,576.5625,580.078125,0.9668376445770264,0.9688742756843567,0,0,900,675
15,33408,658,288,241,174,745.3125,369.140625,0.9668009877204895,0.9765369296073914,0,0,900,675
16,11132,362,251,208,90,464.0625,284.765625,0.9591196775436401,0.9720304608345032,0,0,900,675
17,4853,485,431,80,90,548.4375,474.609375,0.9589660167694092,0.9737217426300049,0,0,900,675
18,778,0,130,55,27,42.1875,137.109375,0.9580135345458984,0.9783989787101746,0,0,900,675
19,9989,709,431,148,84,829.6875,495.703125,0.9577161073684692,0.9780480861663818,0,0,900,675
20,24392,352,197,217,143,548.4375,263.671875,0.9517085552215576,0.9645373225212097,0,0,900,675
21,6286,557,472,107,88,604.6875,516.796875,0.9516660571098328,0.974395215511322,0,0,900,675
22,1047,567,281,24,55,576.5625,305.859375,0.9510383605957031,0.9791073203086853,0,0,900,675
23,10520,605,165,227,95,717.1875,242.578125,0.9498785138130188,0.9525043964385986,0,0,900,675
24,1949,326,472,61,46,351.5625,495.703125,0.9498211145401001,0.9771689772605896,0,0,900,675
25,832,783,587,25,54,801.5625,601.171875,0.9490489959716797,0.9645389914512634,0,0,900,675
26,1288,564,480,75,39,604.6875,495.703125,0.9466643333435059,0.9538926482200623,0,0,900,675
27,13520,709,431,190,96,717.1875,474.609375,0.9464303851127625,0.9663248062133789,0,0,900,675
28,6675,381,464,106,93,464.0625,516.796875,0.941129207611084,0.9634703397750854,0,0,900,675
29,4971,667,307,232,38,829.6875,326.953125,0.9398807287216187,0.9518779516220093,0,0,900,675
30,25284,304,525,394,148,379.6875,643.359375,0.939687967300415,0.9510265588760376,0,0,900,675
31,1666,869,183,30,99,885.9375,242.578125,0.9388918876647949,0.9555295705795288,0,0,900,675
32,1984,487,437,57,54,520.3125,474.609375,0.9360355138778687,0.9589108824729919,0,0,900,675
33,542,267,123,35,29,295.3125,137.109375,0.9353489875793457,0.9638336300849915,0,0,900,675
34,3917,0,348,184,47,70.3125,369.140625,0.9343421459197998,0.9627406597137451,0,0,900,675
35,2294,0,294,86,52,70.3125,326.953125,0.9341962337493896,0.9724137783050537,0,0,900,675
