id,area,bbox_x0,bbox_y0,bbox_w,bbox_h,point_input_x,point_input_y,predicted_iou,stability_score,crop_box_x0,crop_box_y0,crop_box_w,crop_box_h
0,70039,728,760,513,238,1054.6875,827.296875,1.0258244276046753,0.9881726503372192,0,0,1500,999
1,98630,0,620,511,377,23.4375,796.078125,1.0040329694747925,0.9873450994491577,0,0,1500,999
2,50878,877,0,622,254,1429.6875,140.484375,0.9973915219306946,0.9864363670349121,0,0,1500,999
3,22454,65,349,231,123,164.0625,390.234375,0.9932444095611572,0.9861117005348206,0,0,1500,999
4,28884,1118,0,381,149,1429.6875,109.265625,0.9834266901016235,0.9842822551727295,0,0,1500,999
5,37481,241,97,359,138,351.5625,140.484375,0.9731752872467041,0.9623979330062866,0,0,1500,999
6,4783,0,0,90,68,23.4375,46.828125,0.9620227217674255,0.9889881610870361,0,0,1500,999
7,16772,709,228,121,168,726.5625,327.796875,0.9606894254684448,0.977603554725647,0,0,1500,999
8,744,1176,976,55,22,1195.3125,983.390625,0.9602043628692627,0.9774535894393921,0,0,1500,999
9,11525,247,542,153,98,351.5625,577.546875,0.9591607451438904,0.9678217768669128,0,0,1500,999
10,87930,985,618,514,379,1429.6875,889.734375,0.9574377536773682,0.9638646841049194,0,0,1500,999
11,28137,709,161,125,270,820.3125,327.796875,0.9530547857284546,0.9507429003715515,0,0,1500,999
12,10490,358,259,140,117,445.3125,327.796875,0.9515279531478882,0.9505550861358643,0,0,1500,999
13,87904,986,354,513,643,1382.8125,952.171875,0.9514545202255249,0.9557204246520996,0,0,1500,999
14,2851,1388,858,111,140,1476.5625,889.734375,0.9511400461196899,0.9739944338798523,0,0,1500,999
15,4030,1275,367,93,108,1335.9375,421.453125,0.9488178491592407,0.9778761267662048,0,0,1500,999
16,293,398,44,22,15,398.4375,46.828125,0.9484701156616211,0.9568106532096863,0,0,1500,999
17,7188,357,293,113,83,445.3125,359.015625,0.9453225135803223,0.9724128246307373,0,0,1500,999
18,37671,970,588,487,159,1382.8125,702.421875,0.9445295333862305,0.9616332650184631,0,0,1500,999
19,2470,274,587,74,49,304.6875,608.765625,0.9427186250686646,0.9712114930152893,0,0,1500,999
20,9563,93,0,269,89,117.1875,78.046875,0.9410151243209839,0.978507936000824,0,0,1500,999
21,7866,0,0,150,130,117.1875,46.828125,0.9405298233032227,0.9668708443641663,0,0,1500,999
22,1693,783,556,55,43,820.3125,577.546875,0.9395959377288818,0.9766491651535034,0,0,1500,999
23,2255,395,734,67,69,445.3125,764.859375,0.937807559967041,0.970818817615509,0,0,1500,999
24,30564,603,113,119,336,679.6875,234.140625,0.9373133778572083,0.9514711499214172,0,0,1500,999
25,1730,77,0,71,36,117.1875,15.609375,0.9356517791748047,0.9619750380516052,0,0,1500,999
26,25420,31,303,302,208,210.9375,483.890625,0.9347949624061584,0.951007068157196,0,0,1500,999
27,5948,472,188,130,96,585.9375,234.140625,0.9306113719940186,0.9666391611099243,0,0,1500,999
28,9220,46,228,228,85,117.1875,296.578125,0.9281808137893677,0.9625731110572815,0,0,1500,999
29,54346,445,588,276,250,632.8125,639.984375,0.9281116724014282,0.9548099637031555,0,0,1500,999
30,3183,537,398,66,82,585.9375,452.671875,0.9273543357849121,0.9733415842056274,0,0,1500,999
31,5145,605,114,107,59,632.8125,140.484375,0.927166223526001,0.9514323472976685,0,0,1500,999
32,4541,522,527,104,63,585.9375,546.328125,0.9238208532333374,0.9703013300895691,0,0,1500,999
33,8810,714,161,121,88,726.5625,202.921875,0.9228680729866028,0.9721071124076843,0,0,1500,999
34,5298,503,681,115,82,585.9375,733.640625,0.918837308883667,0.9516366124153137,0,0,1500,999
35,1104,1216,415,85,26,1289.0625,421.453125,0.9187219142913818,0.9732620120048523,0,0,1500,999
36,286,480,47,20,16,492.1875,46.828125,0.9164254665374756,0.9826388955116272,0,0,1500,999
37,3657,381,431,97,79,445.3125,452.671875,0.9155580997467041,0.9672130942344666,0,0,1500,999
38,730,1442,0,57,21,1476.5625,15.609375,0.915351152420044,0.9822888374328613,0,0,1500,999
39,5115,604,177,108,55,632.8125,202.921875,0.9146890640258789,0.9549188017845154,0,0,1500,999
40,5803,526,349,195,109,585.9375,390.234375,0.9120316505432129,0.9611157774925232,0,0,1500,999
41,4882,419,460,108,82,445.3125,483.890625,0.911662757396698,0.9601601362228394,0,0,1500,999
42,2655,0,316,49,86,23.4375,359.015625,0.9097563028335571,0.9735764861106873,0,0,1500,999
43,8651,1113,466,97,148,1148.4375,577.546875,0.9096853733062744,0.9504244327545166,0,0,1500,999
44,5762,0,387,75,138,23.4375,483.890625,0.9026708602905273,0.9729220271110535,0,0,1500,999
45,20239,479,638,209,125,632.8125,671.203125,0.9003146290779114,0.9608442783355713,0,0,1500,999
46,2817,1044,468,93,42,1054.6875,483.890625,0.8998982906341553,0.9658655524253845,0,0,1500,999
