id,area,bbox_x0,bbox_y0,bbox_w,bbox_h,point_input_x,point_input_y,predicted_iou,stability_score,crop_box_x0,crop_box_y0,crop_box_w,crop_box_h
0,5775,1199,690,100,80,1279.6875,726.5625,0.9863603711128235,0.9872742891311646,0,0,2100,1500
1,25492,1268,148,156,166,1410.9375,164.0625,0.9850599765777588,0.98358553647995,0,0,2100,1500
2,51724,1360,563,322,203,1607.8125,726.5625,0.9808417558670044,0.9834747314453125,0,0,2100,1500
3,111934,195,299,267,502,295.3125,539.0625,0.9764220714569092,0.9856301546096802,0,0,2100,1500
4,93553,1021,99,214,529,1082.8125,257.8125,0.9762495160102844,0.9714713096618652,0,0,2100,1500
5,53056,1359,536,323,291,1410.9375,679.6875,0.9753330945968628,0.9623342752456665,0,0,2100,1500
6,5794,703,766,170,59,820.3125,773.4375,0.9742914438247681,0.9799965620040894,0,0,2100,1500
7,18423,491,702,282,99,557.8125,726.5625,0.9733885526657104,0.9741185307502747,0,0,2100,1500
8,75676,41,830,389,258,98.4375,960.9375,0.9732059836387634,0.9771571755409241,0,0,2100,1500
9,10820,862,896,140,118,951.5625,914.0625,0.9719951152801514,0.9741764664649963,0,0,2100,1500
10,35299,1362,564,318,142,1410.9375,679.6875,0.9718539714813232,0.9524532556533813,0,0,2100,1500
11,18545,491,643,284,157,754.6875,773.4375,0.9670181274414062,0.9695410132408142,0,0,2100,1500
12,3909,1513,167,47,96,1542.1875,164.0625,0.9656188488006592,0.9807886481285095,0,0,2100,1500
13,96422,1044,515,691,319,1673.4375,726.5625,0.9654607772827148,0.9542521238327026,0,0,2100,1500
14,112017,195,300,267,747,426.5625,539.0625,0.965178906917572,0.9645494818687439,0,0,2100,1500
15,6152,1972,902,76,117,2001.5625,960.9375,0.9650750160217285,0.9818328022956848,0,0,2100,1500
16,3065,506,1317,67,60,557.8125,1335.9375,0.9632937908172607,0.9844760894775391,0,0,2100,1500
17,6495,1260,897,118,105,1345.3125,914.0625,0.9618430733680725,0.9774904847145081,0,0,2100,1500
18,113259,0,779,578,393,426.5625,1101.5625,0.961078941822052,0.972313642501831,0,0,2100,1500
19,2081,1960,413,48,54,2001.5625,445.3125,0.9596222639083862,0.9833095073699951,0,0,2100,1500
20,11691,757,1413,174,83,885.9375,1476.5625,0.9572108387947083,0.9647810459136963,0,0,2100,1500
21,277350,331,836,1768,661,1870.3125,1148.4375,0.9572088718414307,0.9571777582168579,0,0,2100,1500
22,12501,532,431,161,128,623.4375,445.3125,0.9570576548576355,0.9780011177062988,0,0,2100,1500
23,10001,1173,1141,73,203,1214.0625,1195.3125,0.9568010568618774,0.9748222827911377,0,0,2100,1500
