id,area,bbox_x0,bbox_y0,bbox_w,bbox_h,point_input_x,point_input_y,predicted_iou,stability_score,crop_box_x0,crop_box_y0,crop_box_w,crop_box_h
0,16220,738,0,285,112,848.0,32.015625,1.0187844038009644,0.9934869408607483,0,0,1024,683
1,63444,0,378,224,303,112.0,394.859375,1.011873722076416,0.9893550276756287,0,0,1024,683
2,3837,0,0,131,63,80.0,10.671875,1.0085729360580444,0.9916840195655823,0,0,1024,683
3,7315,293,410,103,94,336.0,480.234375,0.9992517232894897,0.9871029257774353,0,0,1024,683
4,19196,426,18,147,179,560.0,53.359375,0.9922865033149719,0.963893711566925,0,0,1024,683
5,63816,0,70,225,611,48.0,565.609375,0.9914681911468506,0.9779850244522095,0,0,1024,683
6,3446,568,640,154,42,624.0,672.328125,0.9901092052459717,0.9824662208557129,0,0,1024,683
7,27137,215,483,262,198,432.0,650.984375,0.9889504909515381,0.969011127948761,0,0,1024,683
8,5423,749,178,94,113,784.0,245.453125,0.9888293743133545,0.9857378005981445,0,0,1024,683
9,27613,5,144,213,179,80.0,245.453125,0.9886251091957092,0.9839752912521362,0,0,1024,683
10,54208,0,55,311,318,16.0,96.046875,0.9854538440704346,0.975702166557312,0,0,1024,683
11,19823,510,49,287,199,752.0,202.765625,0.9844905138015747,0.9699517488479614,0,0,1024,683
12,12003,427,18,144,104,464.0,96.046875,0.9799072742462158,0.9716516137123108,0,0,1024,683
13,48983,238,211,448,392,528.0,586.953125,0.9739349484443665,0.9508180618286133,0,0,1024,683
14,1098,420,645,46,37,432.0,672.328125,0.9689580202102661,0.9900181293487549,0,0,1024,683
15,491,802,464,39,16,816.0,480.234375,0.9687556028366089,0.9898785352706909,0,0,1024,683
16,110554,756,150,267,531,880.0,416.203125,0.9678023457527161,0.9722641706466675,0,0,1024,683
17,16144,277,250,169,172,400.0,309.484375,0.9666957855224609,0.9746959209442139,0,0,1024,683
18,22608,445,345,187,178,464.0,373.515625,0.9624224901199341,0.9630754590034485,0,0,1024,683
19,26145,574,474,253,208,752.0,672.328125,0.9612914323806763,0.9646241664886475,0,0,1024,683
20,37619,494,0,529,198,944.0,96.046875,0.958682656288147,0.9809195399284363,0,0,1024,683
21,470,509,156,23,22,528.0,160.078125,0.9583643674850464,0.9809725284576416,0,0,1024,683
22,1452,391,436,40,55,400.0,458.890625,0.9580280780792236,0.9715061187744141,0,0,1024,683
23,13166,723,237,133,237,752.0,309.484375,0.9553084969520569,0.9732824563980103,0,0,1024,683
24,4988,321,0,107,214,336.0,32.015625,0.9531605243682861,0.9625468254089355,0,0,1024,683
25,82224,0,56,311,484,240.0,202.765625,0.9502601027488708,0.9505875706672668,0,0,1024,683
26,1387,942,0,81,29,976.0,10.671875,0.9460012912750244,0.9793447256088257,0,0,1024,683
27,2059,428,512,60,53,464.0,522.921875,0.9438912868499756,0.9717703461647034,0,0,1024,683
28,1444,375,493,43,53,400.0,501.578125,0.9433183670043945,0.9745879173278809,0,0,1024,683
29,1542,484,516,54,45,496.0,544.265625,0.9412031173706055,0.9706632494926453,0,0,1024,683
30,24945,437,253,194,270,496.0,416.203125,0.9371599555015564,0.9541561007499695,0,0,1024,683
31,12697,539,18,342,177,848.0,181.421875,0.9340474605560303,0.9560971856117249,0,0,1024,683
32,733,403,519,46,21,432.0,522.921875,0.9311553239822388,0.9771198034286499,0,0,1024,683
33,2513,397,393,60,57,400.0,416.203125,0.928849458694458,0.9586744904518127,0,0,1024,683
34,4243,292,29,88,204,336.0,138.734375,0.9265146255493164,0.9686411023139954,0,0,1024,683
35,1640,292,29,54,130,336.0,138.734375,0.9253687858581543,0.9558472633361816,0,0,1024,683
36,953,344,493,39,42,368.0,522.921875,0.9228485822677612,0.9740932583808899,0,0,1024,683
37,431,251,490,27,22,272.0,501.578125,0.908866286277771,0.9771689772605896,0,0,1024,683
38,4360,432,423,67,95,464.0,501.578125,0.9081643223762512,0.9574086666107178,0,0,1024,683
39,498,451,662,37,20,464.0,672.328125,0.9022235870361328,0.9722772240638733,0,0,1024,683
40,2528,331,158,49,75,368.0,181.421875,0.8917361497879028,0.9623008370399475,0,0,1024,683
41,540,263,534,31,26,272.0,544.265625,0.8870965242385864,0.9583333134651184,0,0,1024,683
