id,area,bbox_x0,bbox_y0,bbox_w,bbox_h,point_input_x,point_input_y,predicted_iou,stability_score,crop_box_x0,crop_box_y0,crop_box_w,crop_box_h
0,4312,435.0,330.0,76.0,89.0,472.0,344.0,1.0167884826660156,0.9845905900001526,0,0,512,512
1,8658,433.0,201.0,78.0,131.0,440.0,248.0,1.0123331546783447,0.9903392791748047,0,0,512,512
2,3025,352.0,291.0,60.0,78.0,408.0,312.0,1.0063374042510986,0.9823182821273804,0,0,512,512
3,1947,306.0,216.0,92.0,30.0,376.0,232.0,1.0002952814102173,0.9816607236862183,0,0,512,512
4,192,410.0,257.0,16.0,13.0,424.0,264.0,0.9857431054115295,0.9895833134651184,0,0,512,512
5,5068,137.0,265.0,47.0,146.0,152.0,280.0,0.9808204174041748,0.9820137023925781,0,0,512,512
6,1212,128.0,211.0,33.0,56.0,152.0,264.0,0.9725403785705566,0.9731707572937012,0,0,512,512
7,5137,130.0,216.0,54.0,195.0,168.0,376.0,0.9720789194107056,0.9578130841255188,0,0,512,512
8,155,356.0,275.0,14.0,12.0,360.0,280.0,0.9715307950973511,0.9808917045593262,0,0,512,512
9,1972,436.0,102.0,75.0,58.0,488.0,152.0,0.9659323692321777,0.9730538725852966,0,0,512,512
10,8546,0.0,0.0,98.0,244.0,24.0,24.0,0.9632312059402466,0.9642530083656311,0,0,512,512
11,8550,0.0,0.0,98.0,163.0,24.0,40.0,0.9628925323486328,0.9682521224021912,0,0,512,512
12,5682,368.0,90.0,107.0,124.0,408.0,184.0,0.9599495530128479,0.9751001000404358,0,0,512,512
13,516,347.0,380.0,25.0,24.0,360.0,392.0,0.9589908123016357,0.975095808506012,0,0,512,512
14,537,485.0,341.0,26.0,36.0,504.0,360.0,0.9576336145401001,0.9670329689979553,0,0,512,512
15,393,269.0,277.0,34.0,13.0,280.0,280.0,0.9574164152145386,0.969924807548523,0,0,512,512
16,3331,0.0,444.0,56.0,67.0,40.0,488.0,0.9554870128631592,0.9815366268157959,0,0,512,512
17,1976,436.0,119.0,75.0,42.0,488.0,136.0,0.9547344446182251,0.9770230054855347,0,0,512,512
18,2819,382.0,103.0,75.0,95.0,440.0,184.0,0.9538639783859253,0.956702470779419,0,0,512,512
19,583,408.0,391.0,30.0,22.0,424.0,408.0,0.9516603946685791,0.9712352156639099,0,0,512,512
20,443,436.0,387.0,26.0,24.0,456.0,408.0,0.9501514434814453,0.9798657894134521,0,0,512,512
21,655,373.0,387.0,34.0,26.0,392.0,408.0,0.9485046863555908,0.9759036302566528,0,0,512,512
22,646,264.0,249.0,37.0,21.0,296.0,264.0,0.9468417167663574,0.9709035158157349,0,0,512,512
23,875,335.0,127.0,29.0,43.0,344.0,168.0,0.946467399597168,0.9685746431350708,0,0,512,512
24,5638,368.0,90.0,103.0,275.0,376.0,104.0,0.9461947083473206,0.9714885354042053,0,0,512,512
25,63,367.0,197.0,10.0,6.0,376.0,200.0,0.9444401264190674,0.9841269850730896,0,0,512,512
26,145,306.0,243.0,15.0,11.0,312.0,248.0,0.9440679550170898,0.9931507110595703,0,0,512,512
27,479,127.0,194.0,22.0,30.0,136.0,216.0,0.9427280426025391,0.975359320640564,0,0,512,512
28,311,402.0,447.0,27.0,13.0,424.0,456.0,0.9378589391708374,0.97444087266922,0,0,512,512
29,535,440.0,94.0,35.0,20.0,472.0,104.0,0.9357625246047974,0.9723756909370422,0,0,512,512
30,626,313.0,487.0,33.0,24.0,328.0,504.0,0.9296342134475708,0.9609375,0,0,512,512
31,312,294.0,337.0,21.0,19.0,312.0,344.0,0.9290040731430054,0.953125,0,0,512,512
32,6611,189.0,2.0,153.0,116.0,232.0,24.0,0.9277608394622803,0.9694440364837646,0,0,512,512
33,1188,430.0,146.0,81.0,28.0,456.0,168.0,0.9268206357955933,0.962139904499054,0,0,512,512
34,1618,440.0,167.0,71.0,35.0,472.0,184.0,0.926027774810791,0.9602409601211548,0,0,512,512
35,1379,148.0,192.0,28.0,78.0,168.0,248.0,0.9235813617706299,0.963649332523346,0,0,512,512
36,941,279.0,472.0,28.0,39.0,296.0,504.0,0.9226312637329102,0.9625779390335083,0,0,512,512
37,127,335.0,285.0,13.0,10.0,344.0,296.0,0.9224275350570679,0.9921875,0,0,512,512
38,3437,164.0,47.0,46.0,101.0,200.0,88.0,0.9213522672653198,0.9541702270507812,0,0,512,512
39,966,172.0,114.0,38.0,34.0,200.0,136.0,0.9210259914398193,0.9528112411499023,0,0,512,512
40,6599,189.0,2.0,154.0,240.0,264.0,24.0,0.9209933280944824,0.9648652672767639,0,0,512,512
41,159,335.0,0.0,19.0,12.0,344.0,8.0,0.9076393842697144,0.9629629850387573,0,0,512,512
42,574,348.0,0.0,163.0,10.0,360.0,8.0,0.8988084197044373,0.9504273533821106,0,0,512,512
43,6227,431.0,84.0,80.0,90.0,472.0,88.0,0.8971737027168274,0.9807232618331909,0,0,512,512
44,440,476.0,101.0,34.0,19.0,488.0,104.0,0.8830002546310425,0.9688888788223267,0,0,512,512
