id,area,bbox_x0,bbox_y0,bbox_w,bbox_h,point_input_x,point_input_y,predicted_iou,stability_score,crop_box_x0,crop_box_y0,crop_box_w,crop_box_h
0,20556,832.0,0.0,447.0,85.0,1060.0,39.984375,1.006819725036621,0.9894146919250488,0,0,1280,853
1,7204,624.0,0.0,101.0,74.0,660.0,39.984375,0.9915601015090942,0.9860919713973999,0,0,1280,853
2,2226,649.0,457.0,67.0,43.0,660.0,466.484375,0.9803346395492554,0.9897137880325317,0,0,1280,853
3,17711,0.0,664.0,437.0,188.0,300.0,813.015625,0.9767513275146484,0.9650155305862427,0,0,1280,853
4,1878,711.0,133.0,49.0,46.0,740.0,146.609375,0.9763643145561218,0.9815303683280945,0,0,1280,853
5,6254,743.0,0.0,85.0,82.0,780.0,13.328125,0.9763619899749756,0.9825535416603088,0,0,1280,853
6,8450,295.0,0.0,169.0,75.0,380.0,13.328125,0.9727663993835449,0.9878823757171631,0,0,1280,853
7,20998,604.0,0.0,675.0,85.0,1220.0,13.328125,0.9719260334968567,0.9808562994003296,0,0,1280,853
8,22662,827.0,5.0,452.0,141.0,980.0,39.984375,0.970165491104126,0.9760805368423462,0,0,1280,853
9,22686,827.0,5.0,452.0,208.0,940.0,39.984375,0.9688613414764404,0.9756798148155212,0,0,1280,853
10,10470,730.0,514.0,151.0,106.0,860.0,573.109375,0.9682607650756836,0.9772577285766602,0,0,1280,853
11,25113,0.0,148.0,261.0,153.0,180.0,199.921875,0.9666178822517395,0.968367338180542,0,0,1280,853
12,23091,0.0,715.0,323.0,137.0,100.0,759.703125,0.9643924236297607,0.9543065428733826,0,0,1280,853
13,3413,148.0,22.0,94.0,48.0,180.0,39.984375,0.9640089869499207,0.9762800335884094,0,0,1280,853
14,26353,119.0,0.0,446.0,183.0,340.0,93.296875,0.959797739982605,0.9556708931922913,0,0,1280,853
15,13062,104.0,324.0,195.0,106.0,220.0,359.859375,0.9587264657020569,0.9728851914405823,0,0,1280,853
16,25826,0.0,0.0,618.0,201.0,140.0,13.328125,0.955946683883667,0.9563644528388977,0,0,1280,853
17,3826,0.0,788.0,108.0,64.0,20.0,839.671875,0.9538673162460327,0.9818747043609619,0,0,1280,853
18,3643,450.0,239.0,67.0,67.0,500.0,253.234375,0.9527993202209473,0.978526771068573,0,0,1280,853
19,5843,977.0,105.0,140.0,55.0,1060.0,119.953125,0.9523416757583618,0.9818674921989441,0,0,1280,853
20,1024,0.0,712.0,35.0,49.0,20.0,733.046875,0.9488165378570557,0.9807136058807373,0,0,1280,853
21,43528,402.0,499.0,322.0,184.0,420.0,546.453125,0.9472779035568237,0.9762942790985107,0,0,1280,853
22,6055,502.0,0.0,227.0,79.0,620.0,13.328125,0.9472641944885254,0.9714844226837158,0,0,1280,853
23,5769,204.0,288.0,98.0,76.0,220.0,333.203125,0.9466000199317932,0.9711308479309082,0,0,1280,853
24,25915,0.0,0.0,293.0,200.0,180.0,13.328125,0.9463008642196655,0.974216639995575,0,0,1280,853
25,3673,217.0,73.0,114.0,49.0,260.0,119.953125,0.9461237192153931,0.9594882726669312,0,0,1280,853
26,3566,759.0,147.0,84.0,62.0,820.0,173.265625,0.9451416730880737,0.9674302935600281,0,0,1280,853
27,1973,161.0,448.0,111.0,43.0,260.0,466.484375,0.9442254304885864,0.9789789915084839,0,0,1280,853
28,4955,1141.0,318.0,91.0,108.0,1180.0,413.171875,0.9439361095428467,0.9612034559249878,0,0,1280,853
29,203,804.0,218.0,19.0,12.0,820.0,226.578125,0.9435869455337524,0.9757281541824341,0,0,1280,853
30,14679,969.0,594.0,310.0,258.0,1060.0,786.359375,0.9386398792266846,0.9614431858062744,0,0,1280,853
31,1893,347.0,39.0,86.0,36.0,420.0,66.640625,0.9377739429473877,0.9531410932540894,0,0,1280,853
32,6453,548.0,180.0,97.0,130.0,580.0,279.890625,0.9376090168952942,0.952567994594574,0,0,1280,853
33,1911,216.0,296.0,60.0,40.0,260.0,306.546875,0.9351787567138672,0.9823743104934692,0,0,1280,853
34,1141,626.0,435.0,45.0,45.0,660.0,439.828125,0.9347712993621826,0.9782986044883728,0,0,1280,853
35,1940,665.0,116.0,54.0,45.0,700.0,119.953125,0.9346725344657898,0.9806320071220398,0,0,1280,853
36,6259,297.0,0.0,166.0,48.0,380.0,39.984375,0.9337266683578491,0.9829059839248657,0,0,1280,853
37,22614,522.0,5.0,757.0,141.0,1260.0,93.296875,0.933539628982544,0.9699735045433044,0,0,1280,853
38,599,1204.0,326.0,25.0,35.0,1220.0,333.203125,0.932180643081665,0.9606557488441467,0,0,1280,853
39,3192,629.0,435.0,87.0,65.0,660.0,466.484375,0.9309718012809753,0.9541003704071045,0,0,1280,853
40,1529,572.0,389.0,60.0,55.0,620.0,413.171875,0.9283186793327332,0.9723116755485535,0,0,1280,853
41,1396,1090.0,363.0,58.0,47.0,1140.0,386.515625,0.9277385473251343,0.9683544039726257,0,0,1280,853
42,1011,798.0,394.0,61.0,20.0,820.0,413.171875,0.9269431829452515,0.9619511961936951,0,0,1280,853
43,1505,1039.0,332.0,53.0,54.0,1060.0,359.859375,0.9224082231521606,0.9660352468490601,0,0,1280,853
44,3348,1036.0,257.0,72.0,95.0,1060.0,333.203125,0.9213731288909912,0.955062747001648,0,0,1280,853
45,8046,202.0,66.0,130.0,81.0,300.0,119.953125,0.9191974997520447,0.9717652797698975,0,0,1280,853
46,1928,347.0,0.0,115.0,75.0,380.0,66.640625,0.913557767868042,0.9603859782218933,0,0,1280,853
47,23075,962.0,80.0,201.0,154.0,1060.0,119.953125,0.9110270142555237,0.9542486667633057,0,0,1280,853
48,13738,1140.0,272.0,139.0,155.0,1180.0,359.859375,0.9077633619308472,0.9686291217803955,0,0,1280,853
49,4986,663.0,408.0,109.0,73.0,700.0,439.828125,0.9077072143554688,0.9525303840637207,0,0,1280,853
50,3131,397.0,229.0,64.0,64.0,420.0,253.234375,0.9065251350402832,0.9645656943321228,0,0,1280,853
