id,area,bbox_x0,bbox_y0,bbox_w,bbox_h,point_input_x,point_input_y,predicted_iou,stability_score,crop_box_x0,crop_box_y0,crop_box_w,crop_box_h
0,13377,737,331,112,234,810.15625,468.71875,0.9970946311950684,0.9834973812103271,0,0,850,566
1,1773,799,268,50,42,836.71875,291.84375,0.9906712174415588,0.9854504466056824,0,0,850,566
2,6725,694,0,84,114,757.03125,44.21875,0.988190770149231,0.9872931241989136,0,0,850,566
3,1848,125,0,52,65,146.09375,8.84375,0.9879579544067383,0.9801395535469055,0,0,850,566
4,33102,0,0,345,225,146.09375,132.65625,0.9863507151603699,0.9570826888084412,0,0,850,566
5,2179,168,0,41,81,199.21875,61.90625,0.9852774143218994,0.9827272891998291,0,0,850,566
6,677,163,232,40,22,172.65625,238.78125,0.9838206171989441,0.9810771346092224,0,0,850,566
7,1115,278,0,42,36,305.46875,8.84375,0.9827839136123657,0.9857777953147888,0,0,850,566
8,2213,202,0,61,62,225.78125,8.84375,0.9812804460525513,0.9847942590713501,0,0,850,566
9,1121,414,208,41,32,438.28125,221.09375,0.9801522493362427,0.9727831482887268,0,0,850,566
10,28074,0,0,196,224,146.09375,44.21875,0.97343909740448,0.9627624154090881,0,0,850,566
11,1528,807,3,42,41,810.15625,26.53125,0.9732941389083862,0.9869876503944397,0,0,850,566
12,13175,100,189,162,126,199.21875,256.46875,0.9705582857131958,0.9616698622703552,0,0,850,566
13,1589,90,305,47,53,119.53125,327.21875,0.9659284949302673,0.956843376159668,0,0,850,566
14,7579,61,284,124,109,92.96875,362.59375,0.9637024402618408,0.9778241515159607,0,0,850,566
15,12870,328,93,136,149,385.15625,203.40625,0.9613772034645081,0.9768692851066589,0,0,850,566
16,396,659,484,21,21,677.34375,486.40625,0.9553585052490234,0.9751861095428467,0,0,850,566
17,3288,395,472,164,93,544.53125,486.40625,0.9546748399734497,0.9677996635437012,0,0,850,566
18,821,188,424,19,52,199.21875,433.34375,0.9534467458724976,0.9784688949584961,0,0,850,566
19,1150,244,0,37,46,252.34375,8.84375,0.9526147842407227,0.9667802453041077,0,0,850,566
20,1511,380,297,63,35,411.71875,327.21875,0.9501750469207764,0.9783748388290405,0,0,850,566
21,451,0,542,19,23,13.28125,557.15625,0.9501349925994873,0.9824561476707458,0,0,850,566
22,656,822,108,27,37,836.71875,132.65625,0.9496743679046631,0.9818456768989563,0,0,850,566
23,462,561,104,27,24,571.09375,114.96875,0.9491399526596069,0.9765957593917847,0,0,850,566
24,3603,333,320,110,61,358.59375,344.90625,0.9490095376968384,0.9667302966117859,0,0,850,566
25,1344,702,192,44,41,703.90625,203.40625,0.9469341039657593,0.9757887125015259,0,0,850,566
26,2486,584,406,27,159,597.65625,451.03125,0.9456440210342407,0.9513534903526306,0,0,850,566
27,817,369,244,38,54,385.15625,256.46875,0.94553542137146,0.9757869243621826,0,0,850,566
28,307,420,74,26,19,438.28125,79.59375,0.9450030326843262,0.971061110496521,0,0,850,566
29,378,459,0,30,26,464.84375,8.84375,0.9449659585952759,0.9843342304229736,0,0,850,566
30,5874,570,121,117,84,624.21875,168.03125,0.944007933139801,0.9535115361213684,0,0,850,566
31,5188,374,48,113,83,385.15625,61.90625,0.943045973777771,0.9541180729866028,0,0,850,566
32,381,386,11,30,17,411.71875,26.53125,0.9430245161056519,0.9689119458198547,0,0,850,566
33,3257,583,319,57,85,624.21875,344.90625,0.9420349597930908,0.9523381590843201,0,0,850,566
34,2021,502,112,76,46,517.96875,132.65625,0.940844714641571,0.9641125202178955,0,0,850,566
35,1049,201,369,39,60,225.78125,415.65625,0.9386489391326904,0.9700374603271484,0,0,850,566
36,1202,583,12,37,49,597.65625,61.90625,0.9376252889633179,0.9713349938392639,0,0,850,566
37,1400,379,398,48,41,385.15625,433.34375,0.9370214939117432,0.9690358638763428,0,0,850,566
38,622,317,456,55,20,358.59375,468.71875,0.9365497827529907,0.9652448892593384,0,0,850,566
39,1089,756,227,23,60,757.03125,274.15625,0.9362804889678955,0.9683257937431335,0,0,850,566
40,1468,222,327,61,31,252.34375,344.90625,0.9352809190750122,0.9791105389595032,0,0,850,566
41,669,204,440,37,31,225.78125,451.03125,0.9346957206726074,0.9688888788223267,0,0,850,566
