id,area,bbox_x0,bbox_y0,bbox_w,bbox_h,point_input_x,point_input_y,predicted_iou,stability_score,crop_box_x0,crop_box_y0,crop_box_w,crop_box_h
0,1243,23,144,49,31,65.625,161.71875,0.996132493019104,0.9903923273086548,0,0,600,450
1,2473,163,334,58,55,215.625,372.65625,0.9924139976501465,0.9764376878738403,0,0,600,450
2,1486,488,302,51,38,534.375,316.40625,0.9917194843292236,0.9840213060379028,0,0,600,450
3,2255,227,325,52,54,271.875,372.65625,0.9906295537948608,0.9780123233795166,0,0,600,450
4,6706,467,92,90,110,534.375,161.71875,0.9846007823944092,0.9731119871139526,0,0,600,450
5,3116,0,412,87,37,28.125,442.96875,0.9839065074920654,0.9771935343742371,0,0,600,450
6,17009,56,0,158,129,103.125,119.53125,0.9803236126899719,0.9888271689414978,0,0,600,450
7,1102,19,244,41,41,46.875,260.15625,0.9755668640136719,0.9819819927215576,0,0,600,450
8,11085,253,412,346,36,440.625,442.96875,0.9750267267227173,0.9584949016571045,0,0,600,450
9,998,552,124,24,54,571.875,161.71875,0.9705307483673096,0.9821073412895203,0,0,600,450
10,1391,527,200,46,40,553.125,232.03125,0.9705158472061157,0.9806867241859436,0,0,600,450
11,356,489,395,25,14,496.875,400.78125,0.9691169261932373,0.9971910119056702,0,0,600,450
12,4435,375,52,69,102,421.875,63.28125,0.9690659046173096,0.9754902124404907,0,0,600,450
13,6926,65,0,104,77,84.375,63.28125,0.9680900573730469,0.9859498143196106,0,0,600,450
14,1279,575,134,24,53,590.625,147.65625,0.9672223329544067,0.9707241654396057,0,0,600,450
15,4813,218,168,96,67,253.125,189.84375,0.9660077691078186,0.9755847454071045,0,0,600,450
16,530,331,85,31,22,346.875,105.46875,0.9641075134277344,0.9814471006393433,0,0,600,450
17,943,68,244,33,41,84.375,260.15625,0.9640367031097412,0.980021059513092,0,0,600,450
18,3715,85,2,72,67,103.125,21.09375,0.9610205888748169,0.9532440304756165,0,0,600,450
19,392,138,428,32,21,159.375,442.96875,0.9595229625701904,0.9772151708602905,0,0,600,450
20,6397,184,111,130,72,234.375,147.65625,0.9587928652763367,0.9705610275268555,0,0,600,450
21,1901,73,376,49,73,103.125,442.96875,0.9561798572540283,0.9623711109161377,0,0,600,450
22,787,581,203,18,53,590.625,217.96875,0.9560465812683105,0.981203019618988,0,0,600,450
23,427,302,144,28,24,309.375,161.71875,0.9555442333221436,0.9814385175704956,0,0,600,450
24,329,413,395,22,15,421.875,400.78125,0.955142617225647,0.9525222778320312,0,0,600,450
25,3811,387,286,101,92,440.625,316.40625,0.9534975290298462,0.960030734539032,0,0,600,450
26,401,309,263,29,15,328.125,274.21875,0.9531027674674988,0.9826732873916626,0,0,600,450
27,11138,226,302,122,127,271.875,330.46875,0.9528301954269409,0.9627527594566345,0,0,600,450
28,3753,447,56,69,102,459.375,119.53125,0.9526324272155762,0.9683163166046143,0,0,600,450
29,444,189,291,27,19,196.875,302.34375,0.9524190425872803,0.9711111187934875,0,0,600,450
30,1788,523,58,48,54,553.125,91.40625,0.9514460563659668,0.9698134064674377,0,0,600,450
31,520,332,109,27,32,346.875,133.59375,0.9490633010864258,0.9698113203048706,0,0,600,450
32,267,580,189,19,13,590.625,189.84375,0.9485646486282349,0.9665427803993225,0,0,600,450
33,984,0,269,24,53,9.375,302.34375,0.9481430053710938,0.9828456044197083,0,0,600,450
34,318,531,48,34,9,553.125,49.21875,0.947584867477417,0.9692307710647583,0,0,600,450
35,3634,0,340,74,54,65.625,386.71875,0.9474282264709473,0.9724770784378052,0,0,600,450
36,308,167,4,16,25,178.125,7.03125,0.9466274976730347,0.9935064911842346,0,0,600,450
37,657,171,171,39,22,178.125,175.78125,0.9451561570167542,0.970059871673584,0,0,600,450
38,619,551,395,44,19,553.125,400.78125,0.9445855617523193,0.9531981348991394,0,0,600,450
39,1652,566,6,33,51,590.625,35.15625,0.944180965423584,0.9551622271537781,0,0,600,450
40,644,14,124,64,10,28.125,133.59375,0.9440983533859253,0.9738461375236511,0,0,600,450
41,1163,287,107,50,37,309.375,119.53125,0.9433807134628296,0.9686971306800842,0,0,600,450
42,436,435,395,32,13,440.625,400.78125,0.943374752998352,0.9660633206367493,0,0,600,450
43,3645,0,273,74,121,9.375,386.71875,0.9422725439071655,0.9660336971282959,0,0,600,450
44,193,195,279,19,12,196.875,288.28125,0.9415171146392822,0.969072163105011,0,0,600,450
45,269,18,62,31,8,28.125,63.28125,0.9414775371551514,0.9889298677444458,0,0,600,450
46,1488,571,68,28,53,571.875,77.34375,0.9410468339920044,0.9643799662590027,0,0,600,450
47,503,0,323,34,15,28.125,330.46875,0.940731406211853,0.968932032585144,0,0,600,450
48,4398,320,292,126,87,328.125,302.34375,0.9405416250228882,0.958110511302948,0,0,600,450
49,548,411,149,55,20,440.625,161.71875,0.9404535293579102,0.9801443815231323,0,0,600,450
50,1381,95,379,54,70,103.125,400.78125,0.9398671388626099,0.9706723690032959,0,0,600,450
51,1573,61,335,46,47,103.125,372.65625,0.9394357204437256,0.9748743772506714,0,0,600,450
52,270,152,248,14,23,159.375,260.15625,0.9387954473495483,0.9852941036224365,0,0,600,450
53,221,243,267,21,11,253.125,274.21875,0.938414454460144,0.9691630005836487,0,0,600,450
54,165,269,265,11,16,271.875,274.21875,0.9383563995361328,0.9879518151283264,0,0,600,450
55,140,0,125,13,9,9.375,133.59375,0.9380866289138794,1.0,0,0,600,450
56,446,188,280,28,30,215.625,302.34375,0.9356213212013245,0.9519650936126709,0,0,600,450
57,811,361,153,51,33,384.375,175.78125,0.9352604150772095,0.9671931862831116,0,0,600,450
58,841,345,141,51,28,384.375,147.65625,0.9349292516708374,0.9601873755455017,0,0,600,450
59,314,199,255,18,22,215.625,260.15625,0.9337998628616333,0.9658384919166565,0,0,600,450
60,433,477,241,30,26,496.875,260.15625,0.9331979751586914,0.9681817889213562,0,0,600,450
61,257,575,122,24,11,590.625,133.59375,0.9321423768997192,0.9655172228813171,0,0,600,450
62,2765,422,52,57,105,440.625,119.53125,0.9318575859069824,0.9589961171150208,0,0,600,450
63,208,570,59,29,8,571.875,63.28125,0.9310002326965332,0.9714285731315613,0,0,600,450
64,869,513,276,40,33,534.375,302.34375,0.9309738874435425,0.9651293754577637,0,0,600,450
65,167,215,57,18,8,215.625,63.28125,0.930945634841919,0.9880239367485046,0,0,600,450
66,292,47,22,17,18,46.875,35.15625,0.9308266639709473,0.9597315192222595,0,0,600,450
67,279,149,176,15,29,159.375,189.84375,0.930209755897522,0.9754385948181152,0,0,600,450
68,728,318,134,34,39,328.125,147.65625,0.929760754108429,0.9539295434951782,0,0,600,450
69,2947,61,335,88,114,103.125,358.59375,0.929151177406311,0.9569821357727051,0,0,600,450
70,1052,542,243,38,38,571.875,274.21875,0.9270159006118774,0.9570895433425903,0,0,600,450
71,277,353,96,24,15,365.625,105.46875,0.9265817403793335,0.982206404209137,0,0,600,450
72,486,224,297,32,23,234.375,316.40625,0.9260005950927734,0.9694501161575317,0,0,600,450
73,258,49,290,18,17,65.625,302.34375,0.9258283376693726,0.9732824563980103,0,0,600,450
74,347,208,237,25,17,215.625,246.09375,0.9257906675338745,0.9630681872367859,0,0,600,450
75,168,283,236,11,17,290.625,246.09375,0.9248980283737183,0.9881656765937805,0,0,600,450
76,420,318,134,22,25,328.125,147.65625,0.924796462059021,0.9742990732192993,0,0,600,450
77,1366,297,264,62,37,346.875,288.28125,0.9244922399520874,0.957706093788147,0,0,600,450
78,249,396,395,18,14,403.125,400.78125,0.9242231845855713,0.9723320007324219,0,0,600,450
79,626,132,206,32,27,140.625,217.96875,0.924091637134552,0.9559054970741272,0,0,600,450
80,871,308,164,41,34,328.125,189.84375,0.92283034324646,0.9672686457633972,0,0,600,450
81,1344,218,174,34,61,234.375,232.03125,0.9222646951675415,0.9554744362831116,0,0,600,450
