id,area,bbox_x0,bbox_y0,bbox_w,bbox_h,point_input_x,point_input_y,predicted_iou,stability_score,crop_box_x0,crop_box_y0,crop_box_w,crop_box_h
0,866,405.0,0.0,31.0,34.0,407.8125,9.375,0.9993593692779541,0.9816303253173828,0,0,900,600
1,588,512.0,71.0,25.0,27.0,520.3125,84.375,0.9883689880371094,0.9898648858070374,0,0,900,600
2,10494,425.0,291.0,131.0,94.0,464.0625,328.125,0.9883663654327393,0.9820517897605896,0,0,900,600
3,1208,567.0,28.0,37.0,43.0,576.5625,65.625,0.9866300821304321,0.9778324961662292,0,0,900,600
4,12498,123.0,199.0,85.0,162.0,154.6875,253.125,0.9863922595977783,0.9856017827987671,0,0,900,600
5,2112,547.0,126.0,42.0,65.0,576.5625,140.625,0.9849307537078857,0.9859022498130798,0,0,900,600
6,504,422.0,114.0,24.0,24.0,435.9375,121.875,0.9837133884429932,0.974609375,0,0,900,600
7,21803,257.0,0.0,85.0,329.0,267.1875,140.625,0.983036458492279,0.9787408113479614,0,0,900,600
8,1251,583.0,0.0,62.0,28.0,632.8125,9.375,0.9825619459152222,0.9849086403846741,0,0,900,600
9,1118,729.0,282.0,50.0,26.0,745.3125,290.625,0.9797730445861816,0.9875333905220032,0,0,900,600
10,6514,265.0,409.0,173.0,62.0,351.5625,421.875,0.977381706237793,0.9790145754814148,0,0,900,600
11,382,510.0,160.0,22.0,23.0,520.3125,178.125,0.9763048887252808,0.9870800971984863,0,0,900,600
12,7923,277.0,319.0,122.0,81.0,295.3125,328.125,0.9741160869598389,0.9811061024665833,0,0,900,600
13,286,478.0,0.0,26.0,12.0,492.1875,9.375,0.9740173816680908,0.982758641242981,0,0,900,600
14,5088,645.0,255.0,93.0,101.0,660.9375,309.375,0.9723048210144043,0.9708099961280823,0,0,900,600
15,920,67.0,507.0,41.0,24.0,98.4375,515.625,0.9705181121826172,0.9848974943161011,0,0,900,600
16,914,738.0,139.0,44.0,32.0,745.3125,159.375,0.9705133438110352,0.9750812649726868,0,0,900,600
17,1809,0.0,351.0,71.0,32.0,42.1875,365.625,0.9698958396911621,0.9721919298171997,0,0,900,600
18,10845,816.0,11.0,69.0,223.0,857.8125,196.875,0.967559814453125,0.9668753743171692,0,0,900,600
19,924,700.0,498.0,40.0,28.0,717.1875,515.625,0.9667778015136719,0.9827771782875061,0,0,900,600
20,1513,487.0,0.0,64.0,53.0,520.3125,9.375,0.9663524627685547,0.9829620122909546,0,0,900,600
21,4133,511.0,0.0,79.0,102.0,576.5625,9.375,0.963953971862793,0.9559241533279419,0,0,900,600
22,2855,681.0,103.0,65.0,94.0,717.1875,159.375,0.9637298583984375,0.97372967004776,0,0,900,600
23,1633,2.0,203.0,36.0,75.0,14.0625,234.375,0.9637207984924316,0.9757869243621826,0,0,900,600
24,367,434.0,204.0,18.0,25.0,435.9375,215.625,0.9610153436660767,0.9891892075538635,0,0,900,600
