id,area,bbox_x0,bbox_y0,bbox_w,bbox_h,point_input_x,point_input_y,predicted_iou,stability_score,crop_box_x0,crop_box_y0,crop_box_w,crop_box_h
0,5844,939,0,84,133,976.0,32.015625,0.9899888038635254,0.9880850911140442,0,0,1024,683
1,44026,688,157,335,246,912.0,224.109375,0.9862878322601318,0.9515881538391113,0,0,1024,683
2,35248,439,31,290,183,464.0,138.734375,0.9763716459274292,0.950179934501648,0,0,1024,683
3,14475,670,583,192,99,848.0,672.328125,0.9726967215538025,0.956066370010376,0,0,1024,683
4,1163,10,302,40,35,16.0,330.828125,0.9667187929153442,0.9811965823173523,0,0,1024,683
5,10611,692,472,216,127,816.0,522.921875,0.9665034413337708,0.9778274893760681,0,0,1024,683
6,2865,939,0,84,59,976.0,32.015625,0.9653313159942627,0.9745704531669617,0,0,1024,683
7,390,0,585,23,20,16.0,586.953125,0.9648778438568115,0.9872449040412903,0,0,1024,683
8,5624,755,30,77,128,784.0,74.703125,0.9637046456336975,0.9776605367660522,0,0,1024,683
9,2615,981,23,42,110,1008.0,74.703125,0.961983323097229,0.9639368653297424,0,0,1024,683
10,32812,0,0,178,266,80.0,202.765625,0.960395336151123,0.9714294075965881,0,0,1024,683
11,2961,490,285,60,63,528.0,330.828125,0.9589797258377075,0.9786524176597595,0,0,1024,683
12,269,73,670,24,12,80.0,672.328125,0.9550457000732422,0.9888888597488403,0,0,1024,683
13,1908,548,311,70,35,592.0,330.828125,0.9542355537414551,0.978767454624176,0,0,1024,683
14,994,609,342,38,38,624.0,373.515625,0.9531577825546265,0.9771825671195984,0,0,1024,683
15,59761,5,0,1018,680,848.0,74.703125,0.952308177947998,0.9507104158401489,0,0,1024,683
16,183,108,117,14,14,112.0,117.390625,0.9519720077514648,0.957446813583374,0,0,1024,683
17,59788,727,0,296,680,848.0,32.015625,0.9515833854675293,0.9511480331420898,0,0,1024,683
18,23840,0,462,216,220,48.0,565.609375,0.9510750770568848,0.9510254263877869,0,0,1024,683
19,2537,771,611,55,62,784.0,650.984375,0.9502902626991272,0.9746490120887756,0,0,1024,683
20,376,454,621,20,21,464.0,629.640625,0.948954701423645,0.9868074059486389,0,0,1024,683
21,354,75,579,21,20,80.0,586.953125,0.9477880001068115,0.9832402467727661,0,0,1024,683
22,1935,0,436,111,47,16.0,480.234375,0.9471569061279297,0.9755476117134094,0,0,1024,683
23,24100,0,249,217,433,16.0,650.984375,0.9471293687820435,0.951751708984375,0,0,1024,683
24,434,412,636,23,23,432.0,650.984375,0.9458732604980469,0.9704545736312866,0,0,1024,683
25,7036,262,414,149,67,304.0,458.890625,0.9449187517166138,0.9716132879257202,0,0,1024,683
26,8868,327,454,116,106,400.0,544.265625,0.9444395303726196,0.9805543422698975,0,0,1024,683
27,362,94,585,21,20,112.0,586.953125,0.9427629709243774,0.9673024415969849,0,0,1024,683
28,430,394,648,22,23,400.0,650.984375,0.9420610666275024,0.9816091656684875,0,0,1024,683
29,2200,99,342,46,73,112.0,394.859375,0.9413255453109741,0.9625334739685059,0,0,1024,683
30,383,0,0,20,31,16.0,10.671875,0.9396803379058838,0.9870800971984863,0,0,1024,683
31,1490,573,340,45,43,592.0,373.515625,0.9393168687820435,0.9701986908912659,0,0,1024,683
32,384,492,637,22,21,496.0,650.984375,0.9387847185134888,0.9717223644256592,0,0,1024,683
33,266,455,668,21,14,464.0,672.328125,0.9363121390342712,0.9813432693481445,0,0,1024,683
34,8286,756,204,128,96,816.0,266.796875,0.9329999685287476,0.9784009456634521,0,0,1024,683
35,369,62,596,21,20,80.0,608.296875,0.9327651262283325,0.9839141964912415,0,0,1024,683
36,1438,692,8,54,36,720.0,32.015625,0.9316279888153076,0.9622511863708496,0,0,1024,683
37,325,98,529,20,18,112.0,544.265625,0.9298033714294434,0.9818181991577148,0,0,1024,683
38,8353,756,204,178,102,816.0,288.140625,0.929658055305481,0.9660718441009521,0,0,1024,683
39,7860,663,0,147,104,720.0,74.703125,0.9280867576599121,0.972194254398346,0,0,1024,683
40,5652,200,244,162,76,272.0,288.140625,0.9279327392578125,0.9565518498420715,0,0,1024,683
41,413,47,634,23,21,48.0,650.984375,0.9267573356628418,0.987922728061676,0,0,1024,683
42,1574,883,459,46,76,912.0,501.578125,0.9256899356842041,0.9748901724815369,0,0,1024,683
43,1960,568,516,72,38,624.0,522.921875,0.9229891300201416,0.9678068161010742,0,0,1024,683
44,3439,0,283,63,63,48.0,330.828125,0.9203891754150391,0.9827039241790771,0,0,1024,683
45,430,428,624,24,22,432.0,629.640625,0.9195719957351685,0.981566846370697,0,0,1024,683
46,378,475,626,21,21,496.0,629.640625,0.9183622598648071,0.9712793827056885,0,0,1024,683
47,399,47,655,23,21,48.0,672.328125,0.9181605577468872,0.977667510509491,0,0,1024,683
48,6039,756,224,110,75,816.0,266.796875,0.9168463349342346,0.9746690392494202,0,0,1024,683
49,2478,247,210,64,55,272.0,224.109375,0.9140898585319519,0.9549584984779358,0,0,1024,683
50,15576,202,185,159,135,240.0,224.109375,0.9107769131660461,0.9544824957847595,0,0,1024,683
51,9777,208,185,133,100,304.0,266.796875,0.9065664410591125,0.9504850506782532,0,0,1024,683
52,290,133,559,16,19,144.0,565.609375,0.9042638540267944,0.9692832827568054,0,0,1024,683
53,1368,855,265,81,20,912.0,266.796875,0.9026370048522949,0.965467631816864,0,0,1024,683
54,207,210,362,16,14,208.0,373.515625,0.9016966819763184,0.9857142567634583,0,0,1024,683
55,468,54,593,29,23,80.0,608.296875,0.9016023278236389,0.9502074718475342,0,0,1024,683
56,670,0,585,23,47,16.0,586.953125,0.8991116285324097,0.9577874541282654,0,0,1024,683
57,402,185,662,22,20,208.0,672.328125,0.8983557224273682,0.9753086566925049,0,0,1024,683
58,4856,802,429,89,83,816.0,437.546875,0.8942890763282776,0.9543895125389099,0,0,1024,683
59,2471,689,8,81,44,752.0,32.015625,0.8928161859512329,0.9576572775840759,0,0,1024,683
60,730,548,347,18,62,560.0,373.515625,0.8866158723831177,0.9676113128662109,0,0,1024,683
61,10583,544,153,190,163,720.0,202.765625,0.884906530380249,0.9541420340538025,0,0,1024,683
62,2069,303,89,82,46,336.0,117.390625,0.884678304195404,0.9557855129241943,0,0,1024,683
63,522,13,269,38,22,16.0,288.140625,0.8802650570869446,0.9660377502441406,0,0,1024,683
