id,area,bbox_x0,bbox_y0,bbox_w,bbox_h,point_input_x,point_input_y,predicted_iou,stability_score,crop_box_x0,crop_box_y0,crop_box_w,crop_box_h
0,12384,845,411,202,83,881.25,461.1875,1.003605842590332,0.9759055376052856,0,0,1200,628
1,5994,0,0,91,109,18.75,9.8125,0.9923008680343628,0.9875580668449402,0,0,1200,628
2,10258,851,317,182,108,956.25,421.9375,0.9900768995285034,0.9740159511566162,0,0,1200,628
3,13090,964,484,152,114,1068.75,559.3125,0.9891707897186279,0.9885914325714111,0,0,1200,628
4,9308,790,0,138,78,881.25,49.0625,0.984703540802002,0.9882478713989258,0,0,1200,628
5,1280,1066,608,92,19,1106.25,618.1875,0.9834604263305664,0.9898832440376282,0,0,1200,628
6,22670,845,317,201,177,918.75,343.4375,0.9812756180763245,0.9749967455863953,0,0,1200,628
7,5491,556,0,89,70,618.75,49.0625,0.9797473549842834,0.9810400605201721,0,0,1200,628
8,2569,948,0,95,57,993.75,29.4375,0.9748563766479492,0.9791827201843262,0,0,1200,628
9,22810,845,317,202,285,918.75,363.0625,0.9744824171066284,0.952461302280426,0,0,1200,628
10,1724,899,515,61,43,918.75,539.6875,0.9675631523132324,0.9731428623199463,0,0,1200,628
11,7213,873,92,107,101,881.25,166.8125,0.9659108519554138,0.9721349477767944,0,0,1200,628
12,10969,978,110,135,108,993.75,186.4375,0.9656896591186523,0.9787023067474365,0,0,1200,628
13,3142,674,342,81,52,731.25,382.6875,0.9648874402046204,0.987041711807251,0,0,1200,628
14,1753,108,228,55,48,131.25,245.3125,0.9615509510040283,0.9785794615745544,0,0,1200,628
15,3473,659,383,77,62,693.75,402.3125,0.9579834938049316,0.9516038298606873,0,0,1200,628
16,1296,1145,478,44,41,1181.25,500.4375,0.957722544670105,0.9809014797210693,0,0,1200,628
17,975,1052,512,37,30,1068.75,539.6875,0.9574624300003052,0.9857434034347534,0,0,1200,628
18,57300,790,63,409,250,1031.25,88.3125,0.955083966255188,0.9518477320671082,0,0,1200,628
19,1729,70,39,46,47,93.75,49.0625,0.9548914432525635,0.9805269241333008,0,0,1200,628
20,1515,877,540,47,66,918.75,578.9375,0.954655647277832,0.9784736037254333,0,0,1200,628
21,14022,420,361,183,113,506.25,421.9375,0.9531795382499695,0.96420818567276,0,0,1200,628
22,18053,790,314,409,132,1106.25,343.4375,0.9530390501022339,0.9609273076057434,0,0,1200,628
23,57332,583,63,616,250,1068.75,88.3125,0.9518676996231079,0.9526371359825134,0,0,1200,628
24,1284,59,144,44,39,93.75,166.8125,0.9509391784667969,0.9845916628837585,0,0,1200,628
25,21308,14,244,146,178,93.75,284.5625,0.9498348236083984,0.9516682624816895,0,0,1200,628
26,2191,465,165,96,39,543.75,186.4375,0.947609007358551,0.9729363918304443,0,0,1200,628
27,9192,422,362,181,77,506.25,421.9375,0.9432443380355835,0.9531399607658386,0,0,1200,628
28,15846,7,96,155,135,93.75,206.0625,0.942734956741333,0.9548751711845398,0,0,1200,628
29,7373,499,314,172,69,581.25,363.0625,0.9404385089874268,0.9673289656639099,0,0,1200,628
30,807,1011,514,35,27,1031.25,539.6875,0.9396486282348633,0.9876695275306702,0,0,1200,628
31,2578,623,422,52,93,656.25,441.5625,0.937232494354248,0.9554794430732727,0,0,1200,628
32,9701,479,313,195,98,656.25,343.4375,0.9358708262443542,0.9691076874732971,0,0,1200,628
33,2253,599,365,75,47,656.25,382.6875,0.935165286064148,0.9684901237487793,0,0,1200,628
34,873,995,387,67,25,1031.25,402.3125,0.9347645044326782,0.9739524126052856,0,0,1200,628
35,13895,319,506,470,121,431.25,618.1875,0.9341659545898438,0.9521105289459229,0,0,1200,628
36,24009,385,287,288,183,506.25,402.3125,0.9293172359466553,0.9516168236732483,0,0,1200,628
37,1061,851,582,53,33,881.25,598.5625,0.9291234016418457,0.9758812785148621,0,0,1200,628
38,2703,933,100,107,39,993.75,107.9375,0.9279209971427917,0.9545784592628479,0,0,1200,628
39,1862,1011,511,78,31,1068.75,520.0625,0.927594006061554,0.9684210419654846,0,0,1200,628
40,1421,166,0,31,62,168.75,49.0625,0.927385687828064,0.9749478101730347,0,0,1200,628
41,600,918,90,35,25,918.75,107.9375,0.9271606206893921,0.9786885380744934,0,0,1200,628
42,1875,682,0,94,28,731.25,9.8125,0.9260914325714111,0.9758021831512451,0,0,1200,628
43,4304,558,434,76,88,581.25,480.8125,0.9239696860313416,0.9725274443626404,0,0,1200,628
44,2547,441,466,53,63,468.75,480.8125,0.9232888221740723,0.9718146920204163,0,0,1200,628
45,1850,1127,518,62,44,1181.25,539.6875,0.9231858849525452,0.9690170884132385,0,0,1200,628
46,24646,628,10,155,208,731.25,88.3125,0.9220867156982422,0.9624015688896179,0,0,1200,628
47,22545,0,435,319,192,56.25,480.8125,0.921908974647522,0.9578075408935547,0,0,1200,628
48,3537,0,404,75,78,56.25,421.9375,0.9214887619018555,0.9707276225090027,0,0,1200,628
49,14481,360,44,180,134,468.75,127.5625,0.921203076839447,0.957504391670227,0,0,1200,628
50,1190,1019,110,50,36,1068.75,127.5625,0.9195437431335449,0.9718775749206543,0,0,1200,628
51,8305,1028,314,171,102,1143.75,343.4375,0.9134981632232666,0.9650970101356506,0,0,1200,628
52,2028,2,80,72,48,18.75,107.9375,0.911194920539856,0.962080717086792,0,0,1200,628
53,13784,946,0,253,72,1031.25,49.0625,0.9107925295829773,0.9618538618087769,0,0,1200,628
54,443,393,515,26,22,393.75,520.0625,0.9095597267150879,0.9775280952453613,0,0,1200,628
55,2807,442,523,142,42,506.25,559.3125,0.9094030261039734,0.9660245180130005,0,0,1200,628
56,309,647,457,17,21,656.25,461.1875,0.9080772399902344,0.9808306694030762,0,0,1200,628
57,2954,411,43,65,86,431.25,88.3125,0.9079220294952393,0.9517036080360413,0,0,1200,628
58,3058,132,582,124,45,206.25,618.1875,0.9076059460639954,0.9596541523933411,0,0,1200,628
59,855,536,532,48,32,543.75,539.6875,0.9060138463973999,0.9574712514877319,0,0,1200,628
60,1609,320,0,128,21,393.75,9.8125,0.9052138924598694,0.974201500415802,0,0,1200,628
61,6168,0,0,302,284,18.75,9.8125,0.9045808911323547,0.9625118374824524,0,0,1200,628
62,4831,420,394,141,81,468.75,441.5625,0.9037337303161621,0.9594649076461792,0,0,1200,628
63,1860,1127,485,62,78,1181.25,559.3125,0.9012072682380676,0.9575026035308838,0,0,1200,628
64,2143,358,87,52,78,393.75,107.9375,0.8991466760635376,0.9642693400382996,0,0,1200,628
65,338,878,172,23,27,881.25,186.4375,0.8964649438858032,0.9882352948188782,0,0,1200,628
66,3719,0,412,112,70,18.75,461.1875,0.8952307105064392,0.9622989892959595,0,0,1200,628
67,2536,320,247,102,79,356.25,264.9375,0.8947076797485352,0.9663051962852478,0,0,1200,628
68,1997,583,406,75,38,618.75,421.9375,0.8924990892410278,0.9598629474639893,0,0,1200,628
69,1102,672,148,63,21,693.75,166.8125,0.8917970657348633,0.962699830532074,0,0,1200,628
70,639,667,455,53,17,693.75,461.1875,0.888541579246521,0.9799692034721375,0,0,1200,628
71,401,156,220,28,17,168.75,225.6875,0.8883739709854126,0.9654321074485779,0,0,1200,628
72,1577,877,536,96,89,918.75,598.5625,0.8874220848083496,0.9596523642539978,0,0,1200,628
73,63,844,144,10,7,843.75,147.1875,0.8820492029190063,0.9682539701461792,0,0,1200,628
