id,area,bbox_x0,bbox_y0,bbox_w,bbox_h,point_input_x,point_input_y,predicted_iou,stability_score,crop_box_x0,crop_box_y0,crop_box_w,crop_box_h
0,10014,307,387,122,104,390.625,467.578125,1.0041425228118896,0.9867103099822998,0,0,1000,525
1,1129,969,340,30,70,984.375,369.140625,0.9959684610366821,0.9877085089683533,0,0,1000,525
2,3067,861,0,96,41,890.625,24.609375,0.9923191070556641,0.9902533888816833,0,0,1000,525
3,10362,325,13,88,141,328.125,73.828125,0.9895602464675903,0.9747810959815979,0,0,1000,525
4,6780,652,30,134,115,734.375,57.421875,0.9894394874572754,0.977368950843811,0,0,1000,525
5,1220,156,360,42,36,171.875,385.546875,0.9856213331222534,0.9845402836799622,0,0,1000,525
6,3719,61,107,109,136,78.125,221.484375,0.9804221391677856,0.9816195964813232,0,0,1000,525
7,3365,328,13,84,47,359.375,57.421875,0.9791628122329712,0.9840801954269409,0,0,1000,525
8,3724,61,151,83,92,109.375,172.265625,0.9789599180221558,0.982171356678009,0,0,1000,525
9,14365,0,0,349,91,234.375,8.203125,0.974350094795227,0.9833666682243347,0,0,1000,525
10,1949,558,249,44,57,578.125,270.703125,0.9743046760559082,0.9832231998443604,0,0,1000,525
11,21122,634,267,365,256,953.125,401.953125,0.973535418510437,0.9503641128540039,0,0,1000,525
12,2335,177,96,78,42,234.375,106.640625,0.9701505899429321,0.9738396406173706,0,0,1000,525
13,9272,247,312,195,91,390.625,336.328125,0.9692046642303467,0.9589331150054932,0,0,1000,525
14,1431,747,263,34,55,765.625,303.515625,0.9690706729888916,0.984049916267395,0,0,1000,525
15,1662,961,0,38,64,984.375,8.203125,0.9654793739318848,0.9851190447807312,0,0,1000,525
16,2479,881,198,62,61,921.875,221.484375,0.9649636745452881,0.9760860800743103,0,0,1000,525
17,2623,846,163,70,90,890.625,205.078125,0.9637447595596313,0.9751318693161011,0,0,1000,525
18,2260,113,376,57,50,140.625,401.953125,0.9636587500572205,0.9754709005355835,0,0,1000,525
19,4634,576,376,57,148,609.375,451.171875,0.9635926485061646,0.976032555103302,0,0,1000,525
20,1713,433,360,65,33,484.375,369.140625,0.9631496071815491,0.9701492786407471,0,0,1000,525
21,1260,918,263,43,37,953.125,270.703125,0.9601589441299438,0.9842643737792969,0,0,1000,525
22,1055,217,217,35,60,234.375,254.296875,0.9569817781448364,0.9767008423805237,0,0,1000,525
23,820,832,0,33,29,859.375,24.609375,0.9537638425827026,0.9830508232116699,0,0,1000,525
24,572,39,402,31,25,46.875,418.359375,0.9534338712692261,0.9809358716011047,0,0,1000,525
25,5330,649,263,109,70,703.125,287.109375,0.9517195224761963,0.9572271108627319,0,0,1000,525
26,1051,967,144,32,46,984.375,155.859375,0.9503568410873413,0.9746953845024109,0,0,1000,525
27,2557,942,186,57,75,953.125,254.296875,0.9492729902267456,0.9668720960617065,0,0,1000,525
28,1415,633,478,65,46,640.625,500.390625,0.9456738233566284,0.9776067137718201,0,0,1000,525
29,909,155,332,38,31,171.875,336.328125,0.9431220889091492,0.9686146974563599,0,0,1000,525
30,1050,237,239,41,33,265.625,254.296875,0.9413589239120483,0.9792648553848267,0,0,1000,525
31,6613,165,29,99,78,171.875,73.828125,0.9413513541221619,0.9774019718170166,0,0,1000,525
32,1648,402,101,69,39,421.875,106.640625,0.9394148588180542,0.9754490852355957,0,0,1000,525
33,2036,906,173,64,69,921.875,188.671875,0.939124345779419,0.9675701856613159,0,0,1000,525
34,12781,726,418,212,103,890.625,451.171875,0.9385390281677246,0.9540800452232361,0,0,1000,525
35,2809,865,399,92,88,890.625,418.359375,0.9380923509597778,0.971207857131958,0,0,1000,525
36,4040,428,427,82,70,484.375,434.765625,0.9377878308296204,0.9555662870407104,0,0,1000,525
37,855,634,263,16,60,640.625,303.515625,0.9374173879623413,0.9744483232498169,0,0,1000,525
38,736,135,49,33,37,140.625,57.421875,0.9367622137069702,0.9798387289047241,0,0,1000,525
39,1456,891,48,51,63,921.875,73.828125,0.9354660511016846,0.9683714509010315,0,0,1000,525
40,955,368,293,38,30,390.625,303.515625,0.9353722333908081,0.9741735458374023,0,0,1000,525
41,1248,848,47,38,49,859.375,57.421875,0.934904932975769,0.9723538756370544,0,0,1000,525
42,2317,788,358,68,47,828.125,385.546875,0.9348201751708984,0.964815616607666,0,0,1000,525
43,9004,141,29,123,109,203.125,90.234375,0.9344135522842407,0.9738110899925232,0,0,1000,525
44,722,434,454,41,22,453.125,467.578125,0.9315940141677856,0.9712722301483154,0,0,1000,525
45,1395,920,124,73,42,953.125,155.859375,0.9287779331207275,0.9746121168136597,0,0,1000,525
