id,area,bbox_x0,bbox_y0,bbox_w,bbox_h,point_input_x,point_input_y,predicted_iou,stability_score,crop_box_x0,crop_box_y0,crop_box_w,crop_box_h
0,33995,0,84,148,291,46.875,280.125,0.9995037317276001,0.990402340888977,0,0,1000,664
1,85340,673,0,326,410,921.875,238.625,0.9842290282249451,0.9710031747817993,0,0,1000,664
2,7672,511,148,127,69,609.375,197.125,0.984195351600647,0.9853702783584595,0,0,1000,664
3,12711,509,205,124,124,609.375,217.875,0.9835703372955322,0.9676970839500427,0,0,1000,664
4,15359,120,385,188,105,234.375,425.375,0.9811553955078125,0.9782902598381042,0,0,1000,664
5,4533,333,492,73,171,359.375,529.125,0.9757674932479858,0.9699869751930237,0,0,1000,664
6,59102,0,35,509,279,140.625,114.125,0.9749962091445923,0.9511162638664246,0,0,1000,664
7,2395,933,48,47,61,953.125,51.875,0.974968671798706,0.9830227494239807,0,0,1000,664
8,20636,509,148,129,185,515.625,238.625,0.973089873790741,0.9720988273620605,0,0,1000,664
9,8030,109,277,175,71,171.875,342.375,0.9717876315116882,0.9729995131492615,0,0,1000,664
10,8284,795,489,125,94,828.125,549.875,0.9715738296508789,0.9658322334289551,0,0,1000,664
11,1564,451,12,76,35,484.375,31.125,0.971448540687561,0.9822447896003723,0,0,1000,664
12,5816,249,482,79,181,296.875,529.125,0.9711530208587646,0.9694811701774597,0,0,1000,664
13,1561,603,52,72,37,640.625,72.625,0.9707275629043579,0.9803174734115601,0,0,1000,664
14,13447,895,0,104,150,921.875,51.875,0.9695372581481934,0.9758087992668152,0,0,1000,664
15,4121,700,492,78,75,734.375,529.125,0.9674628973007202,0.9834014773368835,0,0,1000,664
16,5329,0,482,160,71,109.375,508.375,0.9646531343460083,0.9578291177749634,0,0,1000,664
17,18882,623,181,164,201,640.625,238.625,0.9643340110778809,0.9708204865455627,0,0,1000,664
18,14391,83,265,218,138,109.375,321.625,0.9615020155906677,0.9548417925834656,0,0,1000,664
19,3606,457,33,70,69,484.375,51.875,0.9608689546585083,0.9707009792327881,0,0,1000,664
20,8553,645,407,168,108,734.375,487.625,0.9595913887023926,0.952597975730896,0,0,1000,664
21,7601,930,152,69,124,953.125,197.125,0.9560625553131104,0.976962149143219,0,0,1000,664
22,5204,534,399,104,82,578.125,446.125,0.9557780623435974,0.9659219980239868,0,0,1000,664
23,4023,547,0,39,118,578.125,93.375,0.9542549848556519,0.9696524739265442,0,0,1000,664
24,3244,610,75,62,67,640.625,93.375,0.9522216320037842,0.9707851409912109,0,0,1000,664
25,2504,257,0,31,113,265.625,10.375,0.9515955448150635,0.9527712464332581,0,0,1000,664
26,38008,0,83,149,413,46.875,176.375,0.9511573314666748,0.952234148979187,0,0,1000,664
27,253,35,250,16,17,46.875,259.375,0.9473937153816223,0.9882352948188782,0,0,1000,664
28,24404,286,44,384,154,296.875,93.375,0.9455608129501343,0.9614132642745972,0,0,1000,664
29,1061,150,237,58,30,171.875,259.375,0.9437719583511353,0.958563506603241,0,0,1000,664
30,12498,665,362,201,85,703.125,383.875,0.9428045749664307,0.9670536518096924,0,0,1000,664
31,1968,340,402,39,65,359.375,446.125,0.9427921772003174,0.9650698900222778,0,0,1000,664
32,2077,25,353,70,57,46.875,363.125,0.941860556602478,0.9594913125038147,0,0,1000,664
33,10307,248,482,158,181,296.875,529.125,0.9413015842437744,0.9561170339584351,0,0,1000,664
34,481,571,460,28,21,578.125,466.875,0.9372576475143433,0.977505087852478,0,0,1000,664
35,1638,629,537,50,47,671.875,570.625,0.9359868764877319,0.9623430967330933,0,0,1000,664
36,2118,406,0,31,78,421.875,51.875,0.9348164796829224,0.9579482674598694,0,0,1000,664
37,892,681,210,51,23,703.125,217.875,0.9346832036972046,0.9800221920013428,0,0,1000,664
38,1089,414,363,51,30,453.125,383.875,0.9320282936096191,0.9649595618247986,0,0,1000,664
39,744,808,578,44,31,828.125,591.375,0.9291517734527588,0.9656538963317871,0,0,1000,664
40,1145,155,0,104,29,203.125,10.375,0.9282748699188232,0.9724375605583191,0,0,1000,664
41,493,0,474,35,22,15.625,487.625,0.9265782833099365,0.9701195359230042,0,0,1000,664
42,465,476,304,35,20,484.375,321.625,0.9258390665054321,0.9786780476570129,0,0,1000,664
43,2419,505,511,93,42,515.625,529.125,0.9255399703979492,0.9702405333518982,0,0,1000,664
44,1585,414,342,51,51,453.125,383.875,0.9189005494117737,0.9652820825576782,0,0,1000,664
45,23157,649,297,227,150,703.125,321.625,0.918182909488678,0.970160722732544,0,0,1000,664
46,7956,830,368,169,87,984.375,446.125,0.9169355630874634,0.9700383543968201,0,0,1000,664
47,1323,603,359,47,46,609.375,383.875,0.9159828424453735,0.9645232558250427,0,0,1000,664
48,1501,615,470,56,40,640.625,487.625,0.9149602651596069,0.963302731513977,0,0,1000,664
49,4784,604,53,70,89,640.625,72.625,0.9147831797599792,0.9721821546554565,0,0,1000,664
50,2237,326,342,58,58,328.125,363.125,0.9129902124404907,0.9588621258735657,0,0,1000,664
51,752,622,582,28,40,640.625,591.375,0.9048242568969727,0.9584415555000305,0,0,1000,664
52,24755,32,35,639,164,546.875,114.125,0.9046847820281982,0.9532113075256348,0,0,1000,664
53,14479,83,265,219,236,140.625,280.125,0.9013158679008484,0.9546558856964111,0,0,1000,664
54,404,627,628,33,16,640.625,632.875,0.9004865884780884,0.9780488014221191,0,0,1000,664
55,389,338,306,30,18,359.375,321.625,0.8838480710983276,0.9645569324493408,0,0,1000,664
56,5176,450,12,78,89,515.625,51.875,0.8822206854820251,0.9651184678077698,0,0,1000,664
